Block_Number,Transaction_Hash,Previous_Block_Hash,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Event_Type,Actor_Role,Actor_ID,Timestamp,Location,Quantity_Units,Unit_Price_INR,Verification_Status,Verified_By_Nodes,Consensus_pct,Smart_Contract_ID,Anomaly_Flag,Block_Size_KB,Price_Deviation_Score,Transaction_Frequency,Geographic_Inconsistency_Score,Quantity_Deviation_Score,Event_Time_Gap_Hours,Low_Consensus_Flag,Unverified_Flag,Anomaly_Label
1230,0x33755d2b60528b3d83d19eae3c7fdccc602749f835c313562f06a222953f0c2d,0x3973225210a8adc60f9de50e83b2ac663e25900564f3eb77e86818b61cdad2d4,BAT000308,DRG0308,Imatinib 100mg,SUP001,Quality_Check,QC_Inspector,ACT3167,2024-08-05,Jaipur Depot,1016,9595.77,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP001-DRG0308,No,3.01,0.0,1,2,0.0,96.0,1,0,0
1231,0x0802ab2eaced6424647cb695d26e146d59056d96de3bb16eb3f6d98ef803861b,0x33755d2b60528b3d83d19eae3c7fdccc602749f835c313562f06a222953f0c2d,BAT000308,DRG0308,Imatinib 100mg,SUP001,Dispatch,Logistics_Manager,ACT1964,2024-08-09,Pune Distribution,1016,9595.77,Verified,Node_Hyderabad|Node_Chennai|Node_Delhi,60.0,SC-SUP001-DRG0308,No,4.43,0.0,1,2,0.0,96.0,1,0,0
1232,0xfd8b6745b6eede582d8cd2e524b5a008aee99403b5fa38b642e8f71dcb96f4eb,0x0802ab2eaced6424647cb695d26e146d59056d96de3bb16eb3f6d98ef803861b,BAT000308,DRG0308,Imatinib 100mg,SUP001,Received,Distributor,ACT4332,2024-08-12,Ahmedabad Hub,1016,9595.77,Verified,Node_Mumbai|Node_Bengaluru|Node_Chennai|Node_Delhi,80.0,SC-SUP001-DRG0308,No,8.36,0.0,1,2,0.0,72.0,0,0,0
1233,0x816e14697af6c43dfbd56b0e36b9bc1c9a16fa14d9faee8707d8e9220d6dfc6f,0xfd8b6745b6eede582d8cd2e524b5a008aee99403b5fa38b642e8f71dcb96f4eb,BAT000309,DRG0309,Imatinib 400mg,SUP001,Production,Manufacturer,ACT1929,2025-07-25,Mumbai Warehouse,2780,4755.61,Verified,Node_Chennai|Node_Mumbai|Node_Bengaluru|Node_Hyderabad,80.0,SC-SUP001-DRG0309,No,5.14,0.0,1,2,0.0,0.0,0,0,0
1234,0x465df1bc515f612f7e8ed98a5fe3419e44689a1ed957fafa8266781ed55021dd,0x816e14697af6c43dfbd56b0e36b9bc1c9a16fa14d9faee8707d8e9220d6dfc6f,BAT000309,DRG0309,Imatinib 400mg,SUP001,Quality_Check,QC_Inspector,ACT1090,2025-07-30,Mumbai Warehouse,2780,4755.61,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Bengaluru,100.0,SC-SUP001-DRG0309,Yes,6.2,0.0,1,2,0.0,120.0,0,0,1
1235,0xf15f409e671289b748836a50a9bd550420b05a4e219789b4465daef59fac5340,0x465df1bc515f612f7e8ed98a5fe3419e44689a1ed957fafa8266781ed55021dd,BAT000309,DRG0309,Imatinib 400mg,SUP001,Dispatch,Logistics_Manager,ACT9523,2025-08-02,Kolkata Cold Chain,2780,4755.61,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Chennai|Node_Hyderabad,100.0,SC-SUP001-DRG0309,No,4.84,0.0,1,2,0.0,72.0,0,0,0
1236,0xa7747075c7031b1bc3d0cb7bbb81d4a49939d2902aa2e99c91fd33631dc3f457,0xf15f409e671289b748836a50a9bd550420b05a4e219789b4465daef59fac5340,BAT000309,DRG0309,Imatinib 400mg,SUP001,Received,Distributor,ACT1786,2025-08-04,Bengaluru Pharma Hub,2780,4755.61,Verified,Node_Delhi|Node_Bengaluru|Node_Hyderabad|Node_Chennai,80.0,SC-SUP001-DRG0309,No,4.37,0.0,1,2,0.0,48.0,0,0,0
1237,0x4ef223e288218b1036f039d2ca0d9e05cc3cce5139e9003ea69dac3a3d976d20,0xa7747075c7031b1bc3d0cb7bbb81d4a49939d2902aa2e99c91fd33631dc3f457,BAT000310,DRG0310,Gefitinib 250mg,SUP018,Production,Manufacturer,ACT5400,2024-12-13,Chennai Port,3838,11133.84,Verified,Node_Mumbai|Node_Delhi|Node_Bengaluru|Node_Hyderabad|Node_Chennai,100.0,SC-SUP018-DRG0310,No,2.51,0.0,1,2,0.0,0.0,0,0,0
1238,0x5d974c8b51b25626f2342282905c9e44f91b172c063980cdc12e51f248a5a4ac,0x4ef223e288218b1036f039d2ca0d9e05cc3cce5139e9003ea69dac3a3d976d20,BAT000310,DRG0310,Gefitinib 250mg,SUP018,Quality_Check,QC_Inspector,ACT3328,2024-12-18,Chennai Port,3838,11133.84,Verified,Node_Chennai|Node_Bengaluru|Node_Delhi,60.0,SC-SUP018-DRG0310,No,7.1,0.0,2,2,0.0,120.0,1,0,0
1239,0xefec232175d152d05d06b2d876f071a124ca3c58d254574bbcf4b2da9814f03e,0x5d974c8b51b25626f2342282905c9e44f91b172c063980cdc12e51f248a5a4ac,BAT000310,DRG0310,Gefitinib 250mg,SUP018,Dispatch,Logistics_Manager,ACT4145,2024-12-19,Jaipur Depot,3838,11133.84,Verified,Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP018-DRG0310,No,8.23,0.0,2,2,0.0,24.0,0,0,0
1240,0x88405587ff6222c352cfe7d755839a409e39916e96cafefbd9b6d532c4783565,0xefec232175d152d05d06b2d876f071a124ca3c58d254574bbcf4b2da9814f03e,BAT000310,DRG0310,Gefitinib 250mg,SUP018,Received,Distributor,ACT8223,2024-12-23,Hyderabad Depot,3838,11133.84,Verified,Node_Mumbai|Node_Bengaluru|Node_Delhi|Node_Hyderabad,80.0,SC-SUP018-DRG0310,No,6.43,0.0,2,2,0.0,96.0,0,0,0
1241,0x913f1d1d92af2d25fc1b9219f498bb18f34d04ba40eb015fe6455ac71bba1d02,0x88405587ff6222c352cfe7d755839a409e39916e96cafefbd9b6d532c4783565,BAT000311,DRG0311,Erlotinib 150mg,SUP001,Production,Manufacturer,ACT4649,2024-12-07,Chennai Port,3123,6413.61,Verified,Node_Hyderabad|Node_Bengaluru|Node_Delhi|Node_Chennai|Node_Mumbai,100.0,SC-SUP001-DRG0311,No,6.42,0.0,1,3,0.0,0.0,0,0,0
1242,0x52e74bd345a9db3008d15eafb95c89295112d8009ba940b68ec0a70f18ea70e2,0x913f1d1d92af2d25fc1b9219f498bb18f34d04ba40eb015fe6455ac71bba1d02,BAT000311,DRG0311,Erlotinib 150mg,SUP001,Quality_Check,QC_Inspector,ACT3596,2024-12-09,Bengaluru Pharma Hub,3123,6413.61,Verified,Node_Chennai|Node_Delhi|Node_Bengaluru|Node_Hyderabad,80.0,SC-SUP001-DRG0311,No,7.01,0.0,2,3,0.0,48.0,0,0,0
1243,0x61c160f64c8b1bff0229e84e0453eae8ad7a4790092efb3914dfb93f05351793,0x52e74bd345a9db3008d15eafb95c89295112d8009ba940b68ec0a70f18ea70e2,BAT000311,DRG0311,Erlotinib 150mg,SUP001,Dispatch,Logistics_Manager,ACT2284,2024-12-14,Jaipur Depot,3123,6413.61,Verified,Node_Mumbai|Node_Delhi|Node_Chennai|Node_Hyderabad,80.0,SC-SUP001-DRG0311,No,6.57,0.0,2,3,0.0,120.0,0,0,0
1244,0x41bf8de504e0c735991ae66048c8cd24024a32882044255fe19452f76b770c6a,0x61c160f64c8b1bff0229e84e0453eae8ad7a4790092efb3914dfb93f05351793,BAT000311,DRG0311,Erlotinib 150mg,SUP001,Received,Distributor,ACT7194,2024-12-18,Pune Distribution,3123,6413.61,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai|Node_Mumbai,80.0,SC-SUP001-DRG0311,No,2.14,0.0,1,3,0.0,96.0,0,0,0
1245,0x5f6ea2c7c0ddf5c542574532d0e8217745f13a4232f8c806916e182866d7f61c,0x41bf8de504e0c735991ae66048c8cd24024a32882044255fe19452f76b770c6a,BAT000312,DRG0312,Trastuzumab 440mg Injection,SUP010,Production,Manufacturer,ACT1680,2025-04-14,Jaipur Depot,4351,2104.28,Verified,Node_Bengaluru|Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Mumbai,100.0,SC-SUP010-DRG0312,No,7.63,0.0,1,2,0.0,0.0,0,0,0
1246,0x0d0a6a6add3d5a793e9afc09f0b846d0f351cd58eb908244d41905fd6db41963,0x5f6ea2c7c0ddf5c542574532d0e8217745f13a4232f8c806916e182866d7f61c,BAT000312,DRG0312,Trastuzumab 440mg Injection,SUP010,Quality_Check,QC_Inspector,ACT4252,2025-04-18,Jaipur Depot,4351,2104.28,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Chennai,100.0,SC-SUP010-DRG0312,No,3.35,0.0,1,2,0.0,96.0,0,0,0
1247,0x3913238e2bcf368f4311d2bd63415ba4a2b555280ec02dc5d57b5f8cc0ee603e,0x0d0a6a6add3d5a793e9afc09f0b846d0f351cd58eb908244d41905fd6db41963,BAT000312,DRG0312,Trastuzumab 440mg Injection,SUP010,Dispatch,Logistics_Manager,ACT7626,2025-04-19,Hyderabad Depot,4351,2104.28,Verified,Node_Delhi|Node_Chennai|Node_Bengaluru|Node_Mumbai,80.0,SC-SUP010-DRG0312,No,3.72,0.0,1,2,0.0,24.0,0,0,0
1248,0xe6535ee38e02af499eb1afa96c7d4e7cfc84a30e8cf0325f01889ac6937e8488,0x3913238e2bcf368f4311d2bd63415ba4a2b555280ec02dc5d57b5f8cc0ee603e,BAT000312,DRG0312,Trastuzumab 440mg Injection,SUP010,Received,Distributor,ACT2710,2025-04-24,Mumbai Warehouse,4351,2104.28,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Chennai,100.0,SC-SUP010-DRG0312,No,1.75,0.0,1,2,0.0,120.0,0,0,0
1249,0xfd760f12aecb88c7938ac60881adf6787eac2dfd1946f8a099be0c15006d4aa6,0xe6535ee38e02af499eb1afa96c7d4e7cfc84a30e8cf0325f01889ac6937e8488,BAT000313,DRG0313,Bevacizumab 100mg Injection,SUP011,Production,Manufacturer,ACT3440,2025-06-25,Jaipur Depot,854,8122.22,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad,100.0,SC-SUP011-DRG0313,No,4.82,0.0,1,2,0.0,0.0,0,0,0
1250,0xfadd81883f6ef1e258f6fe0ab39257f7b59e30240f4ee3ac0b33928d41a90e24,0xfd760f12aecb88c7938ac60881adf6787eac2dfd1946f8a099be0c15006d4aa6,BAT000313,DRG0313,Bevacizumab 100mg Injection,SUP011,Quality_Check,QC_Inspector,ACT6039,2025-06-27,Jaipur Depot,854,8122.22,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi,60.0,SC-SUP011-DRG0313,No,3.45,0.0,2,2,0.0,48.0,1,0,0
1251,0x97fcc0f81c3d80e8c40f0ebe196d69ee54076797804ff34f26b6ae7d63e2701b,0xfadd81883f6ef1e258f6fe0ab39257f7b59e30240f4ee3ac0b33928d41a90e24,BAT000313,DRG0313,Bevacizumab 100mg Injection,SUP011,Dispatch,Logistics_Manager,ACT6825,2025-06-28,Mumbai Warehouse,854,8122.22,Verified,Node_Mumbai|Node_Chennai|Node_Delhi|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP011-DRG0313,No,3.63,0.0,1,2,0.0,24.0,0,0,0
1252,0x2ae5ed9123c0ad5e7496b3c0404bdcb98c48702c32b31f3d7b0aa87be2c05c49,0x97fcc0f81c3d80e8c40f0ebe196d69ee54076797804ff34f26b6ae7d63e2701b,BAT000313,DRG0313,Bevacizumab 100mg Injection,SUP011,Received,Distributor,ACT6221,2025-07-02,Hyderabad Depot,854,8122.22,Verified,Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Chennai,80.0,SC-SUP011-DRG0313,No,4.5,0.0,2,2,0.0,96.0,0,0,0
1253,0xf9fd5c85e43fdb4bf940a5becc3661776a4b7a637326bad5f437a1d4a3f1a592,0x2ae5ed9123c0ad5e7496b3c0404bdcb98c48702c32b31f3d7b0aa87be2c05c49,BAT000314,DRG0314,Rituximab 500mg Injection,SUP017,Production,Manufacturer,ACT6837,2025-01-05,Delhi Cold Hub,234,9103.13,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai,60.0,SC-SUP017-DRG0314,No,4.39,0.0,1,2,0.0,0.0,1,0,0
1254,0xe7bde1c61e5872456ffa5ad1dbdc91719759d451590726d158ff30b5cf85e44f,0xf9fd5c85e43fdb4bf940a5becc3661776a4b7a637326bad5f437a1d4a3f1a592,BAT000314,DRG0314,Rituximab 500mg Injection,SUP017,Quality_Check,QC_Inspector,ACT3560,2025-01-08,Ahmedabad Hub,234,9103.13,Verified,Node_Bengaluru|Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Mumbai,100.0,SC-SUP017-DRG0314,No,5.05,0.0,2,2,0.0,72.0,0,0,0
1255,0x68ca1830a2f5f4a40c064fcc36a795829ee6bc0a71b1ffa320fa3fe6ad61b650,0xe7bde1c61e5872456ffa5ad1dbdc91719759d451590726d158ff30b5cf85e44f,BAT000314,DRG0314,Rituximab 500mg Injection,SUP017,Dispatch,Logistics_Manager,ACT1985,2025-01-13,Delhi Cold Hub,234,9103.13,Verified,Node_Mumbai|Node_Bengaluru|Node_Delhi|Node_Chennai,80.0,SC-SUP017-DRG0314,No,6.09,0.0,1,2,0.0,120.0,0,0,0
1256,0xc420b9019e8198d04f67445b597e0dafab089649670c4486dc34e792101e7f87,0x68ca1830a2f5f4a40c064fcc36a795829ee6bc0a71b1ffa320fa3fe6ad61b650,BAT000314,DRG0314,Rituximab 500mg Injection,SUP017,Received,Distributor,ACT1986,2025-01-16,Hyderabad Depot,234,9103.13,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad,60.0,SC-SUP017-DRG0314,No,4.93,0.0,1,2,0.0,72.0,1,0,0
1257,0x7491493cb447e9e0a290be19f5fcaf647e6d38c666ac1e24bb68f2a488c8fcdd,0xc420b9019e8198d04f67445b597e0dafab089649670c4486dc34e792101e7f87,BAT000315,DRG0315,Capecitabine 500mg,SUP004,Production,Manufacturer,ACT8763,2025-04-21,Ahmedabad Hub,4494,6594.64,Verified,Node_Hyderabad|Node_Chennai|Node_Delhi|Node_Bengaluru,80.0,SC-SUP004-DRG0315,Yes,2.84,0.0,1,3,0.0,0.0,0,0,1
1258,0x3fb53a7155b42af3442f7444d9c09c6c6fc5b4fa107ae5e731f867c04e98884e,0x7491493cb447e9e0a290be19f5fcaf647e6d38c666ac1e24bb68f2a488c8fcdd,BAT000315,DRG0315,Capecitabine 500mg,SUP004,Quality_Check,QC_Inspector,ACT4166,2025-04-24,Kolkata Cold Chain,4494,6594.64,Verified,Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Chennai,80.0,SC-SUP004-DRG0315,No,3.8,0.0,3,3,0.0,72.0,0,0,0
1259,0x73e29a06220957793cddda4df617a7e9034e271c668a2f9ad8a10b40a4decc9d,0x3fb53a7155b42af3442f7444d9c09c6c6fc5b4fa107ae5e731f867c04e98884e,BAT000315,DRG0315,Capecitabine 500mg,SUP004,Dispatch,Logistics_Manager,ACT7167,2025-04-25,Chennai Port,4494,6594.64,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Delhi,80.0,SC-SUP004-DRG0315,No,3.04,0.0,3,3,0.0,24.0,0,0,0
1260,0x5883cf3c249066d426fecd2e97434c4874860c8d527fad28fab541d94da536d1,0x73e29a06220957793cddda4df617a7e9034e271c668a2f9ad8a10b40a4decc9d,BAT000315,DRG0315,Capecitabine 500mg,SUP004,Received,Distributor,ACT9358,2025-04-27,Bengaluru Pharma Hub,4494,6594.64,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP004-DRG0315,No,5.99,0.0,3,3,0.0,48.0,0,0,0
1261,0xbc351c56c102eb21332928c6628dec33050eea5380bdffa1c4f6837e5a57e6c5,0x5883cf3c249066d426fecd2e97434c4874860c8d527fad28fab541d94da536d1,BAT000316,DRG0316,Lenalidomide 25mg,SUP013,Production,Manufacturer,ACT5259,2025-09-24,Mumbai Warehouse,3543,2151.9,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai|Node_Mumbai,80.0,SC-SUP013-DRG0316,No,8.34,0.0,1,3,0.0,0.0,0,0,0
1262,0xe014f6fd309d7369850b114c39bce25d61dfb5d4240dffd08892f68041fde21e,0xbc351c56c102eb21332928c6628dec33050eea5380bdffa1c4f6837e5a57e6c5,BAT000316,DRG0316,Lenalidomide 25mg,SUP013,Quality_Check,QC_Inspector,ACT8675,2025-09-27,Jaipur Depot,3543,2151.9,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad|Node_Mumbai,80.0,SC-SUP013-DRG0316,No,2.95,0.0,1,3,0.0,72.0,0,0,0
1263,0xde8b1b94adee5db3e09245c8dff7005e5c9b80a0fa3713ffec392984471c36d8,0xe014f6fd309d7369850b114c39bce25d61dfb5d4240dffd08892f68041fde21e,BAT000316,DRG0316,Lenalidomide 25mg,SUP013,Dispatch,Logistics_Manager,ACT9510,2025-09-29,Chennai Port,3543,2151.9,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad|Node_Chennai,80.0,SC-SUP013-DRG0316,No,8.3,0.0,1,3,0.0,48.0,0,0,0
1264,0x847ba5fe93d12244e78d4cf5c7c22f2ec3fa854eb63994f9ce16021e3b0c1205,0xde8b1b94adee5db3e09245c8dff7005e5c9b80a0fa3713ffec392984471c36d8,BAT000316,DRG0316,Lenalidomide 25mg,SUP013,Received,Distributor,ACT8637,2025-10-02,Lucknow Store,3543,2151.9,Verified,Node_Delhi|Node_Bengaluru|Node_Chennai|Node_Hyderabad|Node_Mumbai,100.0,SC-SUP013-DRG0316,No,1.64,0.0,1,3,0.0,72.0,0,0,0
1265,0x78bcb67c3246dbc76aaab0c0336f3917d239412c4fab95e63d2a0ed24c911ab3,0x847ba5fe93d12244e78d4cf5c7c22f2ec3fa854eb63994f9ce16021e3b0c1205,BAT000317,DRG0317,Vitamin C 500mg,SUP015,Production,Manufacturer,ACT1766,2025-07-07,Ahmedabad Hub,811,5621.97,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP015-DRG0317,No,3.44,0.0,1,2,0.0,0.0,0,0,0
1266,0xf7964167ac900cfa9c8ac895e629588013ec966281d9504cd77140123d7374c5,0x78bcb67c3246dbc76aaab0c0336f3917d239412c4fab95e63d2a0ed24c911ab3,BAT000317,DRG0317,Vitamin C 500mg,SUP015,Quality_Check,QC_Inspector,ACT8472,2025-07-09,Kolkata Cold Chain,811,5621.97,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi,60.0,SC-SUP015-DRG0317,No,2.09,0.0,1,2,0.0,48.0,1,0,0
1267,0x7a2ff416f006ed8f077dabd6d857d97c4d2703f43db5aaefa4f9b3a05e39d947,0xf7964167ac900cfa9c8ac895e629588013ec966281d9504cd77140123d7374c5,BAT000317,DRG0317,Vitamin C 500mg,SUP015,Dispatch,Logistics_Manager,ACT7194,2025-07-10,Hyderabad Depot,811,5621.97,Verified,Node_Mumbai|Node_Delhi|Node_Bengaluru|Node_Hyderabad,80.0,SC-SUP015-DRG0317,No,3.33,0.0,2,2,0.0,24.0,0,0,0
1268,0x4b62bb63542ad11d7ca089ac9828b7beffddfbcf92cbedca50254312f162e33a,0x7a2ff416f006ed8f077dabd6d857d97c4d2703f43db5aaefa4f9b3a05e39d947,BAT000317,DRG0317,Vitamin C 500mg,SUP015,Received,Distributor,ACT7517,2025-07-15,Kolkata Cold Chain,811,5621.97,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Chennai,80.0,SC-SUP015-DRG0317,No,6.12,0.0,1,2,0.0,120.0,0,0,0
1269,0xc077735f0059e8244d673c1b3d12caf756494521f7a8d1f929252b678342e876,0x4b62bb63542ad11d7ca089ac9828b7beffddfbcf92cbedca50254312f162e33a,BAT000318,DRG0318,Vitamin C 1000mg,SUP011,Production,Manufacturer,ACT3271,2024-08-13,Bengaluru Pharma Hub,4043,789.06,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai,60.0,SC-SUP011-DRG0318,No,5.8,0.0,1,1,0.0,0.0,1,0,0
1270,0xbe87679e6209e4dc9f193431babddb8b3a9aca11bf0c037e83b8d48353f4eb00,0xc077735f0059e8244d673c1b3d12caf756494521f7a8d1f929252b678342e876,BAT000318,DRG0318,Vitamin C 1000mg,SUP011,Quality_Check,QC_Inspector,ACT7940,2024-08-18,Chennai Port,4043,789.06,Verified,Node_Mumbai|Node_Hyderabad|Node_Chennai|Node_Delhi,80.0,SC-SUP011-DRG0318,No,1.87,0.0,2,1,0.0,120.0,0,0,0
1271,0x4400dfc4d272236298dc7ae64b06420ffda31cf431409f64ea49e62f4c997b9a,0xbe87679e6209e4dc9f193431babddb8b3a9aca11bf0c037e83b8d48353f4eb00,BAT000318,DRG0318,Vitamin C 1000mg,SUP011,Dispatch,Logistics_Manager,ACT3309,2024-08-23,Bengaluru Pharma Hub,4043,789.06,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai|Node_Mumbai,80.0,SC-SUP011-DRG0318,No,3.5,0.0,2,1,0.0,120.0,0,0,0
1272,0x5103343f6fafa12001d874e0ae53239de79d41e875ce8009212c1a40f7211e23,0x4400dfc4d272236298dc7ae64b06420ffda31cf431409f64ea49e62f4c997b9a,BAT000318,DRG0318,Vitamin C 1000mg,SUP011,Received,Distributor,ACT1424,2024-08-26,Bengaluru Pharma Hub,4043,789.06,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Chennai,100.0,SC-SUP011-DRG0318,No,3.69,0.0,1,1,0.0,72.0,0,0,0
1273,0xf469848a28d4bbc310893fbfe717f30f5df009a75ab94f510394f696ed9bebf2,0x5103343f6fafa12001d874e0ae53239de79d41e875ce8009212c1a40f7211e23,BAT000319,DRG0319,Vitamin D3 1000IU,SUP010,Production,Manufacturer,ACT4042,2024-05-22,Lucknow Store,3826,7088.48,Verified,Node_Mumbai|Node_Chennai|Node_Bengaluru,60.0,SC-SUP010-DRG0319,No,4.45,0.0,1,3,0.0,0.0,1,0,0
1274,0xf79695aaa4b4e591ba382be1257fa3d8e85f80c54a10c5513bc322ec0fe25557,0xf469848a28d4bbc310893fbfe717f30f5df009a75ab94f510394f696ed9bebf2,BAT000319,DRG0319,Vitamin D3 1000IU,SUP010,Quality_Check,QC_Inspector,ACT8474,2024-05-25,Chennai Port,3826,7088.48,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Bengaluru,80.0,SC-SUP010-DRG0319,No,7.39,0.0,1,3,0.0,72.0,0,0,0
1275,0x87d39edf06954295c2178f9870968f6d180cd2e0628af854301b5483ff565113,0xf79695aaa4b4e591ba382be1257fa3d8e85f80c54a10c5513bc322ec0fe25557,BAT000319,DRG0319,Vitamin D3 1000IU,SUP010,Dispatch,Logistics_Manager,ACT7557,2024-05-27,Hyderabad Depot,3826,7088.48,Verified,Node_Delhi|Node_Bengaluru|Node_Chennai|Node_Mumbai,80.0,SC-SUP010-DRG0319,No,8.22,0.0,1,3,0.0,48.0,0,0,0
1276,0xc10d40b8354f9448a27127d75c92589ee5c361155c523c0b80a24fdbed438ee6,0x87d39edf06954295c2178f9870968f6d180cd2e0628af854301b5483ff565113,BAT000319,DRG0319,Vitamin D3 1000IU,SUP010,Received,Distributor,ACT3864,2024-05-30,Ahmedabad Hub,3826,7088.48,Verified,Node_Mumbai|Node_Chennai|Node_Hyderabad|Node_Bengaluru|Node_Delhi,100.0,SC-SUP010-DRG0319,No,6.3,0.0,1,3,0.0,72.0,0,0,0
1277,0x0e463ba4448a3991876be85314cd1cebbe9786e0412ee6289c8297be17cbb0f7,0xc10d40b8354f9448a27127d75c92589ee5c361155c523c0b80a24fdbed438ee6,BAT000320,DRG0320,Vitamin D3 60000IU,SUP006,Production,Manufacturer,ACT8865,2025-09-01,Jaipur Depot,4753,1376.3,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai,60.0,SC-SUP006-DRG0320,No,2.12,0.0,1,3,0.0,0.0,1,0,0
1278,0x19d75fdd4370513ed0e80e55da59418b9dfbe363ebedacbc822a3629764aefe9,0x0e463ba4448a3991876be85314cd1cebbe9786e0412ee6289c8297be17cbb0f7,BAT000320,DRG0320,Vitamin D3 60000IU,SUP006,Quality_Check,QC_Inspector,ACT5354,2025-09-05,Hyderabad Depot,4753,1376.3,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi,60.0,SC-SUP006-DRG0320,No,7.88,0.0,1,3,0.0,96.0,1,0,0
1279,0xd28e6fd2f1caf0121019129911a9ba79ff4377a40a2eb6c48e06f7e5449acfc0,0x19d75fdd4370513ed0e80e55da59418b9dfbe363ebedacbc822a3629764aefe9,BAT000320,DRG0320,Vitamin D3 60000IU,SUP006,Dispatch,Logistics_Manager,ACT9447,2025-09-08,Chennai Port,4753,1376.3,Verified,Node_Delhi|Node_Hyderabad|Node_Bengaluru|Node_Chennai|Node_Mumbai,100.0,SC-SUP006-DRG0320,No,7.42,0.0,1,3,0.0,72.0,0,0,0
1280,0x0f5d884741f8cccc20d1aea905bdb5ffeec7ac2d76c8c60720607d6bb92187d8,0xd28e6fd2f1caf0121019129911a9ba79ff4377a40a2eb6c48e06f7e5449acfc0,BAT000320,DRG0320,Vitamin D3 60000IU,SUP006,Received,Distributor,ACT9319,2025-09-10,Ahmedabad Hub,4753,1376.3,Verified,Node_Mumbai|Node_Hyderabad|Node_Chennai,60.0,SC-SUP006-DRG0320,No,6.92,0.0,1,3,0.0,48.0,1,0,0
1281,0xb5a02a571571edbbd7994543238fd184091a54829376bad5e45b96793222fb25,0x0f5d884741f8cccc20d1aea905bdb5ffeec7ac2d76c8c60720607d6bb92187d8,BAT000321,DRG0321,Vitamin B12 500mcg,SUP002,Production,Manufacturer,ACT5501,2025-08-18,Delhi Cold Hub,1832,10647.7,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP002-DRG0321,No,7.51,0.0,2,2,0.0,0.0,1,0,0
1282,0xbf0101db97f652f93d2cdaf44bae138734cd0586c5175fb7c109d7dca95f41a8,0xb5a02a571571edbbd7994543238fd184091a54829376bad5e45b96793222fb25,BAT000321,DRG0321,Vitamin B12 500mcg,SUP002,Quality_Check,QC_Inspector,ACT8321,2025-08-19,Bengaluru Pharma Hub,1832,10647.7,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai|Node_Chennai,80.0,SC-SUP002-DRG0321,No,4.73,0.0,1,2,0.0,24.0,0,0,0
1283,0x585ee3e86eef6670ed6a9e97447cce8c03f596ca7d643b6aae4ed2decbc95376,0xbf0101db97f652f93d2cdaf44bae138734cd0586c5175fb7c109d7dca95f41a8,BAT000321,DRG0321,Vitamin B12 500mcg,SUP002,Dispatch,Logistics_Manager,ACT9235,2025-08-24,Bengaluru Pharma Hub,1832,10647.7,Verified,Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Bengaluru,80.0,SC-SUP002-DRG0321,No,2.77,0.0,1,2,0.0,120.0,0,0,0
